Emoji	Name	Group	Subgroup	Code Point	Code	Status
🧎🏼‍♂‍➡️	Man kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏼‍♂️‍➡	Man kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏼‍♂‍➡	Man kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏽‍♂️‍➡️	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏽‍♂‍➡️	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏽‍♂️‍➡	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏽‍♂‍➡	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏾‍♂️‍➡️	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏾‍♂‍➡️	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏾‍♂️‍➡	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏾‍♂‍➡	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏿‍♂️‍➡️	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏿‍♂‍➡️	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏿‍♂️‍➡	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏿‍♂‍➡	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧑‍🦯‍➡️	Person with white cane facing right	People & Body	Person Activity	1F9D1 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑‍🦯‍➡	Person with white cane facing right	People & Body	Person Activity	1F9D1 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏻‍🦯‍➡️	Person with white cane facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏻‍🦯‍➡	Person with white cane facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏼‍🦯‍➡️	Person with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏼‍🦯‍➡	Person with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏽‍🦯‍➡️	Person with white cane facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏽‍🦯‍➡	Person with white cane facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏾‍🦯‍➡️	Person with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏾‍🦯‍➡	Person with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏿‍🦯‍➡️	Person with white cane facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏿‍🦯‍➡	Person with white cane facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨‍🦯‍➡️	Man with white cane facing right	People & Body	Person Activity	1F468 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨‍🦯‍➡	Man with white cane facing right	People & Body	Person Activity	1F468 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏻‍🦯‍➡️	Man with white cane facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏻‍🦯‍➡	Man with white cane facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏼‍🦯‍➡️	Man with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏼‍🦯‍➡	Man with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏽‍🦯‍➡️	Man with white cane facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏽‍🦯‍➡	Man with white cane facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏾‍🦯‍➡️	Man with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏾‍🦯‍➡	Man with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏿‍🦯‍➡️	Man with white cane facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏿‍🦯‍➡	Man with white cane facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩‍🦯‍➡️	Woman with white cane facing right	People & Body	Person Activity	1F469 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩‍🦯‍➡	Woman with white cane facing right	People & Body	Person Activity	1F469 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏻‍🦯‍➡️	Woman with white cane facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏻‍🦯‍➡	Woman with white cane facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏼‍🦯‍➡️	Woman with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏼‍🦯‍➡	Woman with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏽‍🦯‍➡️	Woman with white cane facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏽‍🦯‍➡	Woman with white cane facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏾‍🦯‍➡️	Woman with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏾‍🦯‍➡	Woman with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏿‍🦯‍➡️	Woman with white cane facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏿‍🦯‍➡	Woman with white cane facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑‍🦼‍➡️	Person in motorized wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑‍🦼‍➡	Person in motorized wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏻‍🦼‍➡️	Person in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏻‍🦼‍➡	Person in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏼‍🦼‍➡️	Person in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏼‍🦼‍➡	Person in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏽‍🦼‍➡️	Person in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏽‍🦼‍➡	Person in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏾‍🦼‍➡️	Person in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏾‍🦼‍➡	Person in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏿‍🦼‍➡️	Person in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏿‍🦼‍➡	Person in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨‍🦼‍➡️	Man in motorized wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨‍🦼‍➡	Man in motorized wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏻‍🦼‍➡️	Man in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏻‍🦼‍➡	Man in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏼‍🦼‍➡️	Man in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏼‍🦼‍➡	Man in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏽‍🦼‍➡️	Man in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏽‍🦼‍➡	Man in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏾‍🦼‍➡️	Man in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏾‍🦼‍➡	Man in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏿‍🦼‍➡️	Man in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏿‍🦼‍➡	Man in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩‍🦼‍➡️	Woman in motorized wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩‍🦼‍➡	Woman in motorized wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏻‍🦼‍➡️	Woman in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏻‍🦼‍➡	Woman in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏼‍🦼‍➡️	Woman in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏼‍🦼‍➡	Woman in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏽‍🦼‍➡️	Woman in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏽‍🦼‍➡	Woman in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏾‍🦼‍➡️	Woman in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏾‍🦼‍➡	Woman in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏿‍🦼‍➡️	Woman in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏿‍🦼‍➡	Woman in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑‍🦽‍➡️	Person in manual wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑‍🦽‍➡	Person in manual wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏻‍🦽‍➡️	Person in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏻‍🦽‍➡	Person in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏼‍🦽‍➡️	Person in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏼‍🦽‍➡	Person in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏽‍🦽‍➡️	Person in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏽‍🦽‍➡	Person in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏾‍🦽‍➡️	Person in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏾‍🦽‍➡	Person in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏿‍🦽‍➡️	Person in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏿‍🦽‍➡	Person in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨‍🦽‍➡️	Man in manual wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨‍🦽‍➡	Man in manual wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏻‍🦽‍➡️	Man in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏻‍🦽‍➡	Man in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏼‍🦽‍➡️	Man in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏼‍🦽‍➡	Man in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏽‍🦽‍➡️	Man in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏽‍🦽‍➡	Man in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏾‍🦽‍➡️	Man in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏾‍🦽‍➡	Man in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏿‍🦽‍➡️	Man in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏿‍🦽‍➡	Man in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩‍🦽‍➡️	Woman in manual wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👩‍🦽‍➡	Woman in manual wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩🏻‍🦽‍➡️	Woman in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏻‍🦽‍➡	Woman in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩🏼‍🦽‍➡️	Woman in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏼‍🦽‍➡	Woman in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩🏽‍🦽‍➡️	Woman in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏽‍🦽‍➡	Woman in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩🏾‍🦽‍➡️	Woman in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏾‍🦽‍➡	Woman in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩🏿‍🦽‍➡️	Woman in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏿‍🦽‍➡	Woman in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🏃‍➡️	Person running facing right	People & Body	Person Activity	1F3C3 200D 27A1 FE0F	E15.1	Fully Qualified
🏃‍➡	Person running facing right	People & Body	Person Activity	1F3C3 200D 27A1	E15.1	Minimally Qualified
🏃🏻‍➡️	Person running facing right: Light skin tone	People & Body	Person Activity	1F3C3 1F3FB 200D 27A1 FE0F	E15.1	Fully Qualified
🏃🏻‍➡	Person running facing right: Light skin tone	People & Body	Person Activity	1F3C3 1F3FB 200D 27A1	E15.1	Minimally Qualified
🏃🏼‍➡️	Person running facing right: Medium-light skin tone	People & Body	Person Activity	1F3C3 1F3FC 200D 27A1 FE0F	E15.1	Fully Qualified
🏃🏼‍➡	Person running facing right: Medium-light skin tone	People & Body	Person Activity	1F3C3 1F3FC 200D 27A1	E15.1	Minimally Qualified
🏃🏽‍➡️	Person running facing right: Medium skin tone	People & Body	Person Activity	1F3C3 1F3FD 200D 27A1 FE0F	E15.1	Fully Qualified
🏃🏽‍➡	Person running facing right: Medium skin tone	People & Body	Person Activity	1F3C3 1F3FD 200D 27A1	E15.1	Minimally Qualified
