Emoji	Name	Group	Subgroup	Code Point	Code	Status
🙇🏻‍♀️	Woman bowing: Light skin tone	People & Body	Person Gesture	1F647 1F3FB 200D 2640 FE0F	E4.0	Fully Qualified
🙇🏻‍♀	Woman bowing: Light skin tone	People & Body	Person Gesture	1F647 1F3FB 200D 2640	E4.0	Minimally Qualified
🙇🏼‍♀️	Woman bowing: Medium-light skin tone	People & Body	Person Gesture	1F647 1F3FC 200D 2640 FE0F	E4.0	Fully Qualified
🙇🏼‍♀	Woman bowing: Medium-light skin tone	People & Body	Person Gesture	1F647 1F3FC 200D 2640	E4.0	Minimally Qualified
🙇🏽‍♀️	Woman bowing: Medium skin tone	People & Body	Person Gesture	1F647 1F3FD 200D 2640 FE0F	E4.0	Fully Qualified
🙇🏽‍♀	Woman bowing: Medium skin tone	People & Body	Person Gesture	1F647 1F3FD 200D 2640	E4.0	Minimally Qualified
🙇🏾‍♀️	Woman bowing: Medium-dark skin tone	People & Body	Person Gesture	1F647 1F3FE 200D 2640 FE0F	E4.0	Fully Qualified
🙇🏾‍♀	Woman bowing: Medium-dark skin tone	People & Body	Person Gesture	1F647 1F3FE 200D 2640	E4.0	Minimally Qualified
🙇🏿‍♀️	Woman bowing: Dark skin tone	People & Body	Person Gesture	1F647 1F3FF 200D 2640 FE0F	E4.0	Fully Qualified
🙇🏿‍♀	Woman bowing: Dark skin tone	People & Body	Person Gesture	1F647 1F3FF 200D 2640	E4.0	Minimally Qualified
🤦🏻	Person facepalming: Light skin tone	People & Body	Person Gesture	1F926 1F3FB	E3.0	Fully Qualified
🤦🏼	Person facepalming: Medium-light skin tone	People & Body	Person Gesture	1F926 1F3FC	E3.0	Fully Qualified
🤦🏽	Person facepalming: Medium skin tone	People & Body	Person Gesture	1F926 1F3FD	E3.0	Fully Qualified
🤦🏾	Person facepalming: Medium-dark skin tone	People & Body	Person Gesture	1F926 1F3FE	E3.0	Fully Qualified
🤦🏿	Person facepalming: Dark skin tone	People & Body	Person Gesture	1F926 1F3FF	E3.0	Fully Qualified
🤦🏻‍♂️	Man facepalming: Light skin tone	People & Body	Person Gesture	1F926 1F3FB 200D 2642 FE0F	E4.0	Fully Qualified
🤦🏻‍♂	Man facepalming: Light skin tone	People & Body	Person Gesture	1F926 1F3FB 200D 2642	E4.0	Minimally Qualified
🤦🏼‍♂️	Man facepalming: Medium-light skin tone	People & Body	Person Gesture	1F926 1F3FC 200D 2642 FE0F	E4.0	Fully Qualified
🤦🏼‍♂	Man facepalming: Medium-light skin tone	People & Body	Person Gesture	1F926 1F3FC 200D 2642	E4.0	Minimally Qualified
🤦🏽‍♂️	Man facepalming: Medium skin tone	People & Body	Person Gesture	1F926 1F3FD 200D 2642 FE0F	E4.0	Fully Qualified
🤦🏽‍♂	Man facepalming: Medium skin tone	People & Body	Person Gesture	1F926 1F3FD 200D 2642	E4.0	Minimally Qualified
🤦🏾‍♂️	Man facepalming: Medium-dark skin tone	People & Body	Person Gesture	1F926 1F3FE 200D 2642 FE0F	E4.0	Fully Qualified
🤦🏾‍♂	Man facepalming: Medium-dark skin tone	People & Body	Person Gesture	1F926 1F3FE 200D 2642	E4.0	Minimally Qualified
🤦🏿‍♂️	Man facepalming: Dark skin tone	People & Body	Person Gesture	1F926 1F3FF 200D 2642 FE0F	E4.0	Fully Qualified
🤦🏿‍♂	Man facepalming: Dark skin tone	People & Body	Person Gesture	1F926 1F3FF 200D 2642	E4.0	Minimally Qualified
🤦🏻‍♀️	Woman facepalming: Light skin tone	People & Body	Person Gesture	1F926 1F3FB 200D 2640 FE0F	E4.0	Fully Qualified
🤦🏻‍♀	Woman facepalming: Light skin tone	People & Body	Person Gesture	1F926 1F3FB 200D 2640	E4.0	Minimally Qualified
🤦🏼‍♀️	Woman facepalming: Medium-light skin tone	People & Body	Person Gesture	1F926 1F3FC 200D 2640 FE0F	E4.0	Fully Qualified
🤦🏼‍♀	Woman facepalming: Medium-light skin tone	People & Body	Person Gesture	1F926 1F3FC 200D 2640	E4.0	Minimally Qualified
🤦🏽‍♀️	Woman facepalming: Medium skin tone	People & Body	Person Gesture	1F926 1F3FD 200D 2640 FE0F	E4.0	Fully Qualified
🤦🏽‍♀	Woman facepalming: Medium skin tone	People & Body	Person Gesture	1F926 1F3FD 200D 2640	E4.0	Minimally Qualified
🤦🏾‍♀️	Woman facepalming: Medium-dark skin tone	People & Body	Person Gesture	1F926 1F3FE 200D 2640 FE0F	E4.0	Fully Qualified
🤦🏾‍♀	Woman facepalming: Medium-dark skin tone	People & Body	Person Gesture	1F926 1F3FE 200D 2640	E4.0	Minimally Qualified
🤦🏿‍♀️	Woman facepalming: Dark skin tone	People & Body	Person Gesture	1F926 1F3FF 200D 2640 FE0F	E4.0	Fully Qualified
🤦🏿‍♀	Woman facepalming: Dark skin tone	People & Body	Person Gesture	1F926 1F3FF 200D 2640	E4.0	Minimally Qualified
🤷🏻	Person shrugging: Light skin tone	People & Body	Person Gesture	1F937 1F3FB	E3.0	Fully Qualified
🤷🏼	Person shrugging: Medium-light skin tone	People & Body	Person Gesture	1F937 1F3FC	E3.0	Fully Qualified
🤷🏽	Person shrugging: Medium skin tone	People & Body	Person Gesture	1F937 1F3FD	E3.0	Fully Qualified
🤷🏾	Person shrugging: Medium-dark skin tone	People & Body	Person Gesture	1F937 1F3FE	E3.0	Fully Qualified
🤷🏿	Person shrugging: Dark skin tone	People & Body	Person Gesture	1F937 1F3FF	E3.0	Fully Qualified
🤷🏻‍♂️	Man shrugging: Light skin tone	People & Body	Person Gesture	1F937 1F3FB 200D 2642 FE0F	E4.0	Fully Qualified
🤷🏻‍♂	Man shrugging: Light skin tone	People & Body	Person Gesture	1F937 1F3FB 200D 2642	E4.0	Minimally Qualified
🤷🏼‍♂️	Man shrugging: Medium-light skin tone	People & Body	Person Gesture	1F937 1F3FC 200D 2642 FE0F	E4.0	Fully Qualified
🤷🏼‍♂	Man shrugging: Medium-light skin tone	People & Body	Person Gesture	1F937 1F3FC 200D 2642	E4.0	Minimally Qualified
🤷🏽‍♂️	Man shrugging: Medium skin tone	People & Body	Person Gesture	1F937 1F3FD 200D 2642 FE0F	E4.0	Fully Qualified
🤷🏽‍♂	Man shrugging: Medium skin tone	People & Body	Person Gesture	1F937 1F3FD 200D 2642	E4.0	Minimally Qualified
🤷🏾‍♂️	Man shrugging: Medium-dark skin tone	People & Body	Person Gesture	1F937 1F3FE 200D 2642 FE0F	E4.0	Fully Qualified
🤷🏾‍♂	Man shrugging: Medium-dark skin tone	People & Body	Person Gesture	1F937 1F3FE 200D 2642	E4.0	Minimally Qualified
🤷🏿‍♂️	Man shrugging: Dark skin tone	People & Body	Person Gesture	1F937 1F3FF 200D 2642 FE0F	E4.0	Fully Qualified
🤷🏿‍♂	Man shrugging: Dark skin tone	People & Body	Person Gesture	1F937 1F3FF 200D 2642	E4.0	Minimally Qualified
🤷🏻‍♀️	Woman shrugging: Light skin tone	People & Body	Person Gesture	1F937 1F3FB 200D 2640 FE0F	E4.0	Fully Qualified
🤷🏻‍♀	Woman shrugging: Light skin tone	People & Body	Person Gesture	1F937 1F3FB 200D 2640	E4.0	Minimally Qualified
🤷🏼‍♀️	Woman shrugging: Medium-light skin tone	People & Body	Person Gesture	1F937 1F3FC 200D 2640 FE0F	E4.0	Fully Qualified
🤷🏼‍♀	Woman shrugging: Medium-light skin tone	People & Body	Person Gesture	1F937 1F3FC 200D 2640	E4.0	Minimally Qualified
🤷🏽‍♀️	Woman shrugging: Medium skin tone	People & Body	Person Gesture	1F937 1F3FD 200D 2640 FE0F	E4.0	Fully Qualified
🤷🏽‍♀	Woman shrugging: Medium skin tone	People & Body	Person Gesture	1F937 1F3FD 200D 2640	E4.0	Minimally Qualified
🤷🏾‍♀️	Woman shrugging: Medium-dark skin tone	People & Body	Person Gesture	1F937 1F3FE 200D 2640 FE0F	E4.0	Fully Qualified
🤷🏾‍♀	Woman shrugging: Medium-dark skin tone	People & Body	Person Gesture	1F937 1F3FE 200D 2640	E4.0	Minimally Qualified
🤷🏿‍♀️	Woman shrugging: Dark skin tone	People & Body	Person Gesture	1F937 1F3FF 200D 2640 FE0F	E4.0	Fully Qualified
🤷🏿‍♀	Woman shrugging: Dark skin tone	People & Body	Person Gesture	1F937 1F3FF 200D 2640	E4.0	Minimally Qualified
🧑🏻‍⚕️	Health worker: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 2695 FE0F	E12.1	Fully Qualified
🧑🏻‍⚕	Health worker: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 2695	E12.1	Minimally Qualified
🧑🏼‍⚕️	Health worker: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 2695 FE0F	E12.1	Fully Qualified
🧑🏼‍⚕	Health worker: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 2695	E12.1	Minimally Qualified
🧑🏽‍⚕️	Health worker: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 2695 FE0F	E12.1	Fully Qualified
🧑🏽‍⚕	Health worker: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 2695	E12.1	Minimally Qualified
🧑🏾‍⚕️	Health worker: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 2695 FE0F	E12.1	Fully Qualified
🧑🏾‍⚕	Health worker: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 2695	E12.1	Minimally Qualified
🧑🏿‍⚕️	Health worker: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 2695 FE0F	E12.1	Fully Qualified
🧑🏿‍⚕	Health worker: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 2695	E12.1	Minimally Qualified
👨🏻‍⚕️	Man health worker: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 2695 FE0F	E4.0	Fully Qualified
👨🏻‍⚕	Man health worker: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 2695	E4.0	Minimally Qualified
👨🏼‍⚕️	Man health worker: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 2695 FE0F	E4.0	Fully Qualified
👨🏼‍⚕	Man health worker: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 2695	E4.0	Minimally Qualified
👨🏽‍⚕️	Man health worker: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 2695 FE0F	E4.0	Fully Qualified
👨🏽‍⚕	Man health worker: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 2695	E4.0	Minimally Qualified
👨🏾‍⚕️	Man health worker: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 2695 FE0F	E4.0	Fully Qualified
👨🏾‍⚕	Man health worker: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 2695	E4.0	Minimally Qualified
👨🏿‍⚕️	Man health worker: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 2695 FE0F	E4.0	Fully Qualified
👨🏿‍⚕	Man health worker: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 2695	E4.0	Minimally Qualified
👩🏻‍⚕️	Woman health worker: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 2695 FE0F	E4.0	Fully Qualified
👩🏻‍⚕	Woman health worker: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 2695	E4.0	Minimally Qualified
👩🏼‍⚕️	Woman health worker: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 2695 FE0F	E4.0	Fully Qualified
👩🏼‍⚕	Woman health worker: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 2695	E4.0	Minimally Qualified
👩🏽‍⚕️	Woman health worker: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 2695 FE0F	E4.0	Fully Qualified
👩🏽‍⚕	Woman health worker: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 2695	E4.0	Minimally Qualified
👩🏾‍⚕️	Woman health worker: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 2695 FE0F	E4.0	Fully Qualified
👩🏾‍⚕	Woman health worker: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 2695	E4.0	Minimally Qualified
👩🏿‍⚕️	Woman health worker: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 2695 FE0F	E4.0	Fully Qualified
👩🏿‍⚕	Woman health worker: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 2695	E4.0	Minimally Qualified
🧑🏻‍🎓	Student: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 1F393	E12.1	Fully Qualified
🧑🏼‍🎓	Student: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 1F393	E12.1	Fully Qualified
🧑🏽‍🎓	Student: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 1F393	E12.1	Fully Qualified
🧑🏾‍🎓	Student: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 1F393	E12.1	Fully Qualified
🧑🏿‍🎓	Student: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 1F393	E12.1	Fully Qualified
👨🏻‍🎓	Man student: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 1F393	E4.0	Fully Qualified
👨🏼‍🎓	Man student: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 1F393	E4.0	Fully Qualified
👨🏽‍🎓	Man student: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 1F393	E4.0	Fully Qualified
👨🏾‍🎓	Man student: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 1F393	E4.0	Fully Qualified
👨🏿‍🎓	Man student: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 1F393	E4.0	Fully Qualified
👩🏻‍🎓	Woman student: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 1F393	E4.0	Fully Qualified
👩🏼‍🎓	Woman student: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 1F393	E4.0	Fully Qualified
👩🏽‍🎓	Woman student: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 1F393	E4.0	Fully Qualified
👩🏾‍🎓	Woman student: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 1F393	E4.0	Fully Qualified
👩🏿‍🎓	Woman student: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 1F393	E4.0	Fully Qualified
🧑🏻‍🏫	Teacher: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 1F3EB	E12.1	Fully Qualified
🧑🏼‍🏫	Teacher: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 1F3EB	E12.1	Fully Qualified
🧑🏽‍🏫	Teacher: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 1F3EB	E12.1	Fully Qualified
🧑🏾‍🏫	Teacher: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 1F3EB	E12.1	Fully Qualified
🧑🏿‍🏫	Teacher: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 1F3EB	E12.1	Fully Qualified
👨🏻‍🏫	Man teacher: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 1F3EB	E4.0	Fully Qualified
👨🏼‍🏫	Man teacher: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 1F3EB	E4.0	Fully Qualified
👨🏽‍🏫	Man teacher: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 1F3EB	E4.0	Fully Qualified
👨🏾‍🏫	Man teacher: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 1F3EB	E4.0	Fully Qualified
👨🏿‍🏫	Man teacher: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 1F3EB	E4.0	Fully Qualified
👩🏻‍🏫	Woman teacher: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 1F3EB	E4.0	Fully Qualified
👩🏼‍🏫	Woman teacher: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 1F3EB	E4.0	Fully Qualified
👩🏽‍🏫	Woman teacher: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 1F3EB	E4.0	Fully Qualified
👩🏾‍🏫	Woman teacher: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 1F3EB	E4.0	Fully Qualified
👩🏿‍🏫	Woman teacher: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 1F3EB	E4.0	Fully Qualified
🧑🏻‍⚖️	Judge: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 2696 FE0F	E12.1	Fully Qualified
🧑🏻‍⚖	Judge: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 2696	E12.1	Minimally Qualified
🧑🏼‍⚖️	Judge: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 2696 FE0F	E12.1	Fully Qualified
🧑🏼‍⚖	Judge: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 2696	E12.1	Minimally Qualified
🧑🏽‍⚖️	Judge: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 2696 FE0F	E12.1	Fully Qualified
🧑🏽‍⚖	Judge: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 2696	E12.1	Minimally Qualified
🧑🏾‍⚖️	Judge: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 2696 FE0F	E12.1	Fully Qualified
🧑🏾‍⚖	Judge: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 2696	E12.1	Minimally Qualified
🧑🏿‍⚖️	Judge: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 2696 FE0F	E12.1	Fully Qualified
🧑🏿‍⚖	Judge: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 2696	E12.1	Minimally Qualified
👨🏻‍⚖️	Man judge: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 2696 FE0F	E4.0	Fully Qualified
👨🏻‍⚖	Man judge: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 2696	E4.0	Minimally Qualified
👨🏼‍⚖️	Man judge: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 2696 FE0F	E4.0	Fully Qualified
👨🏼‍⚖	Man judge: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 2696	E4.0	Minimally Qualified
👨🏽‍⚖️	Man judge: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 2696 FE0F	E4.0	Fully Qualified
👨🏽‍⚖	Man judge: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 2696	E4.0	Minimally Qualified
👨🏾‍⚖️	Man judge: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 2696 FE0F	E4.0	Fully Qualified
👨🏾‍⚖	Man judge: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 2696	E4.0	Minimally Qualified
👨🏿‍⚖️	Man judge: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 2696 FE0F	E4.0	Fully Qualified
👨🏿‍⚖	Man judge: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 2696	E4.0	Minimally Qualified
👩🏻‍⚖️	Woman judge: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 2696 FE0F	E4.0	Fully Qualified
👩🏻‍⚖	Woman judge: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 2696	E4.0	Minimally Qualified
👩🏼‍⚖️	Woman judge: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 2696 FE0F	E4.0	Fully Qualified
👩🏼‍⚖	Woman judge: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 2696	E4.0	Minimally Qualified
👩🏽‍⚖️	Woman judge: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 2696 FE0F	E4.0	Fully Qualified
👩🏽‍⚖	Woman judge: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 2696	E4.0	Minimally Qualified
👩🏾‍⚖️	Woman judge: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 2696 FE0F	E4.0	Fully Qualified
👩🏾‍⚖	Woman judge: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 2696	E4.0	Minimally Qualified
👩🏿‍⚖️	Woman judge: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 2696 FE0F	E4.0	Fully Qualified
👩🏿‍⚖	Woman judge: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 2696	E4.0	Minimally Qualified
🧑🏻‍🌾	Farmer: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 1F33E	E12.1	Fully Qualified
🧑🏼‍🌾	Farmer: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 1F33E	E12.1	Fully Qualified
🧑🏽‍🌾	Farmer: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 1F33E	E12.1	Fully Qualified
🧑🏾‍🌾	Farmer: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 1F33E	E12.1	Fully Qualified
🧑🏿‍🌾	Farmer: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 1F33E	E12.1	Fully Qualified
👨🏻‍🌾	Man farmer: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 1F33E	E4.0	Fully Qualified
👨🏼‍🌾	Man farmer: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 1F33E	E4.0	Fully Qualified
👨🏽‍🌾	Man farmer: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 1F33E	E4.0	Fully Qualified
👨🏾‍🌾	Man farmer: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 1F33E	E4.0	Fully Qualified
👨🏿‍🌾	Man farmer: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 1F33E	E4.0	Fully Qualified
👩🏻‍🌾	Woman farmer: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 1F33E	E4.0	Fully Qualified
👩🏼‍🌾	Woman farmer: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 1F33E	E4.0	Fully Qualified
👩🏽‍🌾	Woman farmer: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 1F33E	E4.0	Fully Qualified
👩🏾‍🌾	Woman farmer: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 1F33E	E4.0	Fully Qualified
👩🏿‍🌾	Woman farmer: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 1F33E	E4.0	Fully Qualified
🧑🏻‍🍳	Cook: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 1F373	E12.1	Fully Qualified
🧑🏼‍🍳	Cook: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 1F373	E12.1	Fully Qualified
🧑🏽‍🍳	Cook: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 1F373	E12.1	Fully Qualified
🧑🏾‍🍳	Cook: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 1F373	E12.1	Fully Qualified
🧑🏿‍🍳	Cook: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 1F373	E12.1	Fully Qualified
👨🏻‍🍳	Man cook: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 1F373	E4.0	Fully Qualified
👨🏼‍🍳	Man cook: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 1F373	E4.0	Fully Qualified
👨🏽‍🍳	Man cook: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 1F373	E4.0	Fully Qualified
👨🏾‍🍳	Man cook: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 1F373	E4.0	Fully Qualified
👨🏿‍🍳	Man cook: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 1F373	E4.0	Fully Qualified
👩🏻‍🍳	Woman cook: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 1F373	E4.0	Fully Qualified
👩🏼‍🍳	Woman cook: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 1F373	E4.0	Fully Qualified
👩🏽‍🍳	Woman cook: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 1F373	E4.0	Fully Qualified
👩🏾‍🍳	Woman cook: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 1F373	E4.0	Fully Qualified
👩🏿‍🍳	Woman cook: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 1F373	E4.0	Fully Qualified
🧑🏻‍🔧	Mechanic: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 1F527	E12.1	Fully Qualified
🧑🏼‍🔧	Mechanic: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 1F527	E12.1	Fully Qualified
🧑🏽‍🔧	Mechanic: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 1F527	E12.1	Fully Qualified
🧑🏾‍🔧	Mechanic: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 1F527	E12.1	Fully Qualified
🧑🏿‍🔧	Mechanic: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 1F527	E12.1	Fully Qualified
👨🏻‍🔧	Man mechanic: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 1F527	E4.0	Fully Qualified
👨🏼‍🔧	Man mechanic: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 1F527	E4.0	Fully Qualified
👨🏽‍🔧	Man mechanic: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 1F527	E4.0	Fully Qualified
👨🏾‍🔧	Man mechanic: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 1F527	E4.0	Fully Qualified
👨🏿‍🔧	Man mechanic: Dark skin tone	People & Body	Person Role	1F468 1F3FF 200D 1F527	E4.0	Fully Qualified
👩🏻‍🔧	Woman mechanic: Light skin tone	People & Body	Person Role	1F469 1F3FB 200D 1F527	E4.0	Fully Qualified
👩🏼‍🔧	Woman mechanic: Medium-light skin tone	People & Body	Person Role	1F469 1F3FC 200D 1F527	E4.0	Fully Qualified
👩🏽‍🔧	Woman mechanic: Medium skin tone	People & Body	Person Role	1F469 1F3FD 200D 1F527	E4.0	Fully Qualified
👩🏾‍🔧	Woman mechanic: Medium-dark skin tone	People & Body	Person Role	1F469 1F3FE 200D 1F527	E4.0	Fully Qualified
👩🏿‍🔧	Woman mechanic: Dark skin tone	People & Body	Person Role	1F469 1F3FF 200D 1F527	E4.0	Fully Qualified
🧑🏻‍🏭	Factory worker: Light skin tone	People & Body	Person Role	1F9D1 1F3FB 200D 1F3ED	E12.1	Fully Qualified
🧑🏼‍🏭	Factory worker: Medium-light skin tone	People & Body	Person Role	1F9D1 1F3FC 200D 1F3ED	E12.1	Fully Qualified
🧑🏽‍🏭	Factory worker: Medium skin tone	People & Body	Person Role	1F9D1 1F3FD 200D 1F3ED	E12.1	Fully Qualified
🧑🏾‍🏭	Factory worker: Medium-dark skin tone	People & Body	Person Role	1F9D1 1F3FE 200D 1F3ED	E12.1	Fully Qualified
🧑🏿‍🏭	Factory worker: Dark skin tone	People & Body	Person Role	1F9D1 1F3FF 200D 1F3ED	E12.1	Fully Qualified
👨🏻‍🏭	Man factory worker: Light skin tone	People & Body	Person Role	1F468 1F3FB 200D 1F3ED	E4.0	Fully Qualified
👨🏼‍🏭	Man factory worker: Medium-light skin tone	People & Body	Person Role	1F468 1F3FC 200D 1F3ED	E4.0	Fully Qualified
👨🏽‍🏭	Man factory worker: Medium skin tone	People & Body	Person Role	1F468 1F3FD 200D 1F3ED	E4.0	Fully Qualified
👨🏾‍🏭	Man factory worker: Medium-dark skin tone	People & Body	Person Role	1F468 1F3FE 200D 1F3ED	E4.0	Fully Qualified
