Emoji	Name	Group	Subgroup	Code Point	Code	Status
👋🏻	Waving hand: Light skin tone	People & Body	Hand Fingers Open	1F44B 1F3FB	E1.0	Fully Qualified
👋🏼	Waving hand: Medium-light skin tone	People & Body	Hand Fingers Open	1F44B 1F3FC	E1.0	Fully Qualified
👋🏽	Waving hand: Medium skin tone	People & Body	Hand Fingers Open	1F44B 1F3FD	E1.0	Fully Qualified
👋🏾	Waving hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1F44B 1F3FE	E1.0	Fully Qualified
👋🏿	Waving hand: Dark skin tone	People & Body	Hand Fingers Open	1F44B 1F3FF	E1.0	Fully Qualified
🤚🏻	Raised back of hand: Light skin tone	People & Body	Hand Fingers Open	1F91A 1F3FB	E3.0	Fully Qualified
🤚🏼	Raised back of hand: Medium-light skin tone	People & Body	Hand Fingers Open	1F91A 1F3FC	E3.0	Fully Qualified
🤚🏽	Raised back of hand: Medium skin tone	People & Body	Hand Fingers Open	1F91A 1F3FD	E3.0	Fully Qualified
🤚🏾	Raised back of hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1F91A 1F3FE	E3.0	Fully Qualified
🤚🏿	Raised back of hand: Dark skin tone	People & Body	Hand Fingers Open	1F91A 1F3FF	E3.0	Fully Qualified
🖐🏻	Hand with fingers splayed: Light skin tone	People & Body	Hand Fingers Open	1F590 1F3FB	E1.0	Fully Qualified
🖐🏼	Hand with fingers splayed: Medium-light skin tone	People & Body	Hand Fingers Open	1F590 1F3FC	E1.0	Fully Qualified
🖐🏽	Hand with fingers splayed: Medium skin tone	People & Body	Hand Fingers Open	1F590 1F3FD	E1.0	Fully Qualified
🖐🏾	Hand with fingers splayed: Medium-dark skin tone	People & Body	Hand Fingers Open	1F590 1F3FE	E1.0	Fully Qualified
🖐🏿	Hand with fingers splayed: Dark skin tone	People & Body	Hand Fingers Open	1F590 1F3FF	E1.0	Fully Qualified
✋🏻	Raised hand: Light skin tone	People & Body	Hand Fingers Open	270B 1F3FB	E1.0	Fully Qualified
✋🏼	Raised hand: Medium-light skin tone	People & Body	Hand Fingers Open	270B 1F3FC	E1.0	Fully Qualified
✋🏽	Raised hand: Medium skin tone	People & Body	Hand Fingers Open	270B 1F3FD	E1.0	Fully Qualified
✋🏾	Raised hand: Medium-dark skin tone	People & Body	Hand Fingers Open	270B 1F3FE	E1.0	Fully Qualified
✋🏿	Raised hand: Dark skin tone	People & Body	Hand Fingers Open	270B 1F3FF	E1.0	Fully Qualified
🖖🏻	Vulcan salute: Light skin tone	People & Body	Hand Fingers Open	1F596 1F3FB	E1.0	Fully Qualified
🖖🏼	Vulcan salute: Medium-light skin tone	People & Body	Hand Fingers Open	1F596 1F3FC	E1.0	Fully Qualified
🖖🏽	Vulcan salute: Medium skin tone	People & Body	Hand Fingers Open	1F596 1F3FD	E1.0	Fully Qualified
🖖🏾	Vulcan salute: Medium-dark skin tone	People & Body	Hand Fingers Open	1F596 1F3FE	E1.0	Fully Qualified
🖖🏿	Vulcan salute: Dark skin tone	People & Body	Hand Fingers Open	1F596 1F3FF	E1.0	Fully Qualified
🫱🏻	Rightwards hand: Light skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FB	E14.0	Fully Qualified
🫱🏼	Rightwards hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FC	E14.0	Fully Qualified
🫱🏽	Rightwards hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FD	E14.0	Fully Qualified
🫱🏾	Rightwards hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FE	E14.0	Fully Qualified
🫱🏿	Rightwards hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FF	E14.0	Fully Qualified
🫲🏻	Leftwards hand: Light skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FB	E14.0	Fully Qualified
🫲🏼	Leftwards hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FC	E14.0	Fully Qualified
🫲🏽	Leftwards hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FD	E14.0	Fully Qualified
🫲🏾	Leftwards hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FE	E14.0	Fully Qualified
🫲🏿	Leftwards hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FF	E14.0	Fully Qualified
🫳🏻	Palm down hand: Light skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FB	E14.0	Fully Qualified
🫳🏼	Palm down hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FC	E14.0	Fully Qualified
🫳🏽	Palm down hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FD	E14.0	Fully Qualified
🫳🏾	Palm down hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FE	E14.0	Fully Qualified
🫳🏿	Palm down hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FF	E14.0	Fully Qualified
🫴🏻	Palm up hand: Light skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FB	E14.0	Fully Qualified
🫴🏼	Palm up hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FC	E14.0	Fully Qualified
🫴🏽	Palm up hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FD	E14.0	Fully Qualified
🫴🏾	Palm up hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FE	E14.0	Fully Qualified
🫴🏿	Palm up hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FF	E14.0	Fully Qualified
🫷🏻	Leftwards pushing hand: Light skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FB	E15.0	Fully Qualified
🫷🏼	Leftwards pushing hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FC	E15.0	Fully Qualified
🫷🏽	Leftwards pushing hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FD	E15.0	Fully Qualified
🫷🏾	Leftwards pushing hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FE	E15.0	Fully Qualified
🫷🏿	Leftwards pushing hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FF	E15.0	Fully Qualified
🫸🏻	Rightwards pushing hand: Light skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FB	E15.0	Fully Qualified
🫸🏼	Rightwards pushing hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FC	E15.0	Fully Qualified
🫸🏽	Rightwards pushing hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FD	E15.0	Fully Qualified
🫸🏾	Rightwards pushing hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FE	E15.0	Fully Qualified
🫸🏿	Rightwards pushing hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FF	E15.0	Fully Qualified
👌🏻	OK hand: Light skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FB	E1.0	Fully Qualified
👌🏼	OK hand: Medium-light skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FC	E1.0	Fully Qualified
👌🏽	OK hand: Medium skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FD	E1.0	Fully Qualified
👌🏾	OK hand: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FE	E1.0	Fully Qualified
👌🏿	OK hand: Dark skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FF	E1.0	Fully Qualified
🤌🏻	Pinched fingers: Light skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FB	E13.0	Fully Qualified
🤌🏼	Pinched fingers: Medium-light skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FC	E13.0	Fully Qualified
🤌🏽	Pinched fingers: Medium skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FD	E13.0	Fully Qualified
🤌🏾	Pinched fingers: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FE	E13.0	Fully Qualified
🤌🏿	Pinched fingers: Dark skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FF	E13.0	Fully Qualified
🤏🏻	Pinching hand: Light skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FB	E12.0	Fully Qualified
🤏🏼	Pinching hand: Medium-light skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FC	E12.0	Fully Qualified
🤏🏽	Pinching hand: Medium skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FD	E12.0	Fully Qualified
🤏🏾	Pinching hand: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FE	E12.0	Fully Qualified
🤏🏿	Pinching hand: Dark skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FF	E12.0	Fully Qualified
✌🏻	Victory hand: Light skin tone	People & Body	Hand Fingers Partial	270C 1F3FB	E1.0	Fully Qualified
✌🏼	Victory hand: Medium-light skin tone	People & Body	Hand Fingers Partial	270C 1F3FC	E1.0	Fully Qualified
✌🏽	Victory hand: Medium skin tone	People & Body	Hand Fingers Partial	270C 1F3FD	E1.0	Fully Qualified
✌🏾	Victory hand: Medium-dark skin tone	People & Body	Hand Fingers Partial	270C 1F3FE	E1.0	Fully Qualified
✌🏿	Victory hand: Dark skin tone	People & Body	Hand Fingers Partial	270C 1F3FF	E1.0	Fully Qualified
🤞🏻	Crossed fingers: Light skin tone	People & Body	Hand Fingers Partial	1F91E 1F3FB	E3.0	Fully Qualified
🤞🏼	Crossed fingers: Medium-light skin tone	People & Body	Hand Fingers Partial	1F91E 1F3FC	E3.0	Fully Qualified
🤞🏽	Crossed fingers: Medium skin tone	People & Body	Hand Fingers Partial	1F91E 1F3FD	E3.0	Fully Qualified
🤞🏾	Crossed fingers: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F91E 1F3FE	E3.0	Fully Qualified
🤞🏿	Crossed fingers: Dark skin tone	People & Body	Hand Fingers Partial	1F91E 1F3FF	E3.0	Fully Qualified
🫰🏻	Hand with index finger and thumb crossed: Light skin tone	hand-fingers-partial	People & Body	1FAF0 1F3FB	E14.0	Fully Qualified
🫰🏼	Hand with index finger and thumb crossed: Medium-light skin tone	hand-fingers-partial	People & Body	1FAF0 1F3FC	E14.0	Fully Qualified
🫰🏽	Hand with index finger and thumb crossed: Medium skin tone	hand-fingers-partial	People & Body	1FAF0 1F3FD	E14.0	Fully Qualified
🫰🏾	Hand with index finger and thumb crossed: Medium-dark skin tone	hand-fingers-partial	People & Body	1FAF0 1F3FE	E14.0	Fully Qualified
🫰🏿	Hand with index finger and thumb crossed: Dark skin tone	hand-fingers-partial	People & Body	1FAF0 1F3FF	E14.0	Fully Qualified
🤟🏻	Love-you gesture: Light skin tone	People & Body	Hand Fingers Partial	1F91F 1F3FB	E5.0	Fully Qualified
🤟🏼	Love-you gesture: Medium-light skin tone	People & Body	Hand Fingers Partial	1F91F 1F3FC	E5.0	Fully Qualified
🤟🏽	Love-you gesture: Medium skin tone	People & Body	Hand Fingers Partial	1F91F 1F3FD	E5.0	Fully Qualified
🤟🏾	Love-you gesture: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F91F 1F3FE	E5.0	Fully Qualified
🤟🏿	Love-you gesture: Dark skin tone	People & Body	Hand Fingers Partial	1F91F 1F3FF	E5.0	Fully Qualified
🤘🏻	Sign of the horns: Light skin tone	People & Body	Hand Fingers Partial	1F918 1F3FB	E1.0	Fully Qualified
🤘🏼	Sign of the horns: Medium-light skin tone	People & Body	Hand Fingers Partial	1F918 1F3FC	E1.0	Fully Qualified
🤘🏽	Sign of the horns: Medium skin tone	People & Body	Hand Fingers Partial	1F918 1F3FD	E1.0	Fully Qualified
🤘🏾	Sign of the horns: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F918 1F3FE	E1.0	Fully Qualified
🤘🏿	Sign of the horns: Dark skin tone	People & Body	Hand Fingers Partial	1F918 1F3FF	E1.0	Fully Qualified
🤙🏻	Call me hand: Light skin tone	People & Body	Hand Fingers Partial	1F919 1F3FB	E3.0	Fully Qualified
🤙🏼	Call me hand: Medium-light skin tone	People & Body	Hand Fingers Partial	1F919 1F3FC	E3.0	Fully Qualified
🤙🏽	Call me hand: Medium skin tone	People & Body	Hand Fingers Partial	1F919 1F3FD	E3.0	Fully Qualified
🤙🏾	Call me hand: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F919 1F3FE	E3.0	Fully Qualified
🤙🏿	Call me hand: Dark skin tone	People & Body	Hand Fingers Partial	1F919 1F3FF	E3.0	Fully Qualified
👈🏻	Backhand index pointing left: Light skin tone	People & Body	Hand Single Finger	1F448 1F3FB	E1.0	Fully Qualified
👈🏼	Backhand index pointing left: Medium-light skin tone	hand-single-finger	People & Body	1F448 1F3FC	E1.0	Fully Qualified
👈🏽	Backhand index pointing left: Medium skin tone	People & Body	Hand Single Finger	1F448 1F3FD	E1.0	Fully Qualified
👈🏾	Backhand index pointing left: Medium-dark skin tone	hand-single-finger	People & Body	1F448 1F3FE	E1.0	Fully Qualified
👈🏿	Backhand index pointing left: Dark skin tone	People & Body	Hand Single Finger	1F448 1F3FF	E1.0	Fully Qualified
👉🏻	Backhand index pointing right: Light skin tone	People & Body	Hand Single Finger	1F449 1F3FB	E1.0	Fully Qualified
👉🏼	Backhand index pointing right: Medium-light skin tone	hand-single-finger	People & Body	1F449 1F3FC	E1.0	Fully Qualified
👉🏽	Backhand index pointing right: Medium skin tone	People & Body	Hand Single Finger	1F449 1F3FD	E1.0	Fully Qualified
👉🏾	Backhand index pointing right: Medium-dark skin tone	hand-single-finger	People & Body	1F449 1F3FE	E1.0	Fully Qualified
👉🏿	Backhand index pointing right: Dark skin tone	People & Body	Hand Single Finger	1F449 1F3FF	E1.0	Fully Qualified
👆🏻	Backhand index pointing up: Light skin tone	People & Body	Hand Single Finger	1F446 1F3FB	E1.0	Fully Qualified
👆🏼	Backhand index pointing up: Medium-light skin tone	hand-single-finger	People & Body	1F446 1F3FC	E1.0	Fully Qualified
👆🏽	Backhand index pointing up: Medium skin tone	People & Body	Hand Single Finger	1F446 1F3FD	E1.0	Fully Qualified
👆🏾	Backhand index pointing up: Medium-dark skin tone	People & Body	Hand Single Finger	1F446 1F3FE	E1.0	Fully Qualified
👆🏿	Backhand index pointing up: Dark skin tone	People & Body	Hand Single Finger	1F446 1F3FF	E1.0	Fully Qualified
🖕🏻	Middle finger: Light skin tone	People & Body	Hand Single Finger	1F595 1F3FB	E1.0	Fully Qualified
🖕🏼	Middle finger: Medium-light skin tone	People & Body	Hand Single Finger	1F595 1F3FC	E1.0	Fully Qualified
🖕🏽	Middle finger: Medium skin tone	People & Body	Hand Single Finger	1F595 1F3FD	E1.0	Fully Qualified
🖕🏾	Middle finger: Medium-dark skin tone	People & Body	Hand Single Finger	1F595 1F3FE	E1.0	Fully Qualified
🖕🏿	Middle finger: Dark skin tone	People & Body	Hand Single Finger	1F595 1F3FF	E1.0	Fully Qualified
👇🏻	Backhand index pointing down: Light skin tone	People & Body	Hand Single Finger	1F447 1F3FB	E1.0	Fully Qualified
👇🏼	Backhand index pointing down: Medium-light skin tone	hand-single-finger	People & Body	1F447 1F3FC	E1.0	Fully Qualified
👇🏽	Backhand index pointing down: Medium skin tone	People & Body	Hand Single Finger	1F447 1F3FD	E1.0	Fully Qualified
👇🏾	Backhand index pointing down: Medium-dark skin tone	hand-single-finger	People & Body	1F447 1F3FE	E1.0	Fully Qualified
👇🏿	Backhand index pointing down: Dark skin tone	People & Body	Hand Single Finger	1F447 1F3FF	E1.0	Fully Qualified
☝🏻	Index pointing up: Light skin tone	People & Body	Hand Single Finger	261D 1F3FB	E1.0	Fully Qualified
☝🏼	Index pointing up: Medium-light skin tone	People & Body	Hand Single Finger	261D 1F3FC	E1.0	Fully Qualified
☝🏽	Index pointing up: Medium skin tone	People & Body	Hand Single Finger	261D 1F3FD	E1.0	Fully Qualified
☝🏾	Index pointing up: Medium-dark skin tone	People & Body	Hand Single Finger	261D 1F3FE	E1.0	Fully Qualified
☝🏿	Index pointing up: Dark skin tone	People & Body	Hand Single Finger	261D 1F3FF	E1.0	Fully Qualified
🫵🏻	Index pointing at the viewer: Light skin tone	People & Body	Hand Single Finger	1FAF5 1F3FB	E14.0	Fully Qualified
🫵🏼	Index pointing at the viewer: Medium-light skin tone	hand-single-finger	People & Body	1FAF5 1F3FC	E14.0	Fully Qualified
🫵🏽	Index pointing at the viewer: Medium skin tone	People & Body	Hand Single Finger	1FAF5 1F3FD	E14.0	Fully Qualified
🫵🏾	Index pointing at the viewer: Medium-dark skin tone	hand-single-finger	People & Body	1FAF5 1F3FE	E14.0	Fully Qualified
🫵🏿	Index pointing at the viewer: Dark skin tone	People & Body	Hand Single Finger	1FAF5 1F3FF	E14.0	Fully Qualified
👍🏻	Thumbs up: Light skin tone	People & Body	Hand Fingers Closed	1F44D 1F3FB	E1.0	Fully Qualified
👍🏼	Thumbs up: Medium-light skin tone	People & Body	Hand Fingers Closed	1F44D 1F3FC	E1.0	Fully Qualified
👍🏽	Thumbs up: Medium skin tone	People & Body	Hand Fingers Closed	1F44D 1F3FD	E1.0	Fully Qualified
👍🏾	Thumbs up: Medium-dark skin tone	People & Body	Hand Fingers Closed	1F44D 1F3FE	E1.0	Fully Qualified
👍🏿	Thumbs up: Dark skin tone	People & Body	Hand Fingers Closed	1F44D 1F3FF	E1.0	Fully Qualified
👎🏻	Thumbs down: Light skin tone	People & Body	Hand Fingers Closed	1F44E 1F3FB	E1.0	Fully Qualified
👎🏼	Thumbs down: Medium-light skin tone	People & Body	Hand Fingers Closed	1F44E 1F3FC	E1.0	Fully Qualified
👎🏽	Thumbs down: Medium skin tone	People & Body	Hand Fingers Closed	1F44E 1F3FD	E1.0	Fully Qualified
👎🏾	Thumbs down: Medium-dark skin tone	People & Body	Hand Fingers Closed	1F44E 1F3FE	E1.0	Fully Qualified
👎🏿	Thumbs down: Dark skin tone	People & Body	Hand Fingers Closed	1F44E 1F3FF	E1.0	Fully Qualified
✊🏻	Raised fist: Light skin tone	People & Body	Hand Fingers Closed	270A 1F3FB	E1.0	Fully Qualified
✊🏼	Raised fist: Medium-light skin tone	People & Body	Hand Fingers Closed	270A 1F3FC	E1.0	Fully Qualified
✊🏽	Raised fist: Medium skin tone	People & Body	Hand Fingers Closed	270A 1F3FD	E1.0	Fully Qualified
✊🏾	Raised fist: Medium-dark skin tone	People & Body	Hand Fingers Closed	270A 1F3FE	E1.0	Fully Qualified
✊🏿	Raised fist: Dark skin tone	People & Body	Hand Fingers Closed	270A 1F3FF	E1.0	Fully Qualified
👊🏻	Oncoming fist: Light skin tone	People & Body	Hand Fingers Closed	1F44A 1F3FB	E1.0	Fully Qualified
👊🏼	Oncoming fist: Medium-light skin tone	People & Body	Hand Fingers Closed	1F44A 1F3FC	E1.0	Fully Qualified
👊🏽	Oncoming fist: Medium skin tone	People & Body	Hand Fingers Closed	1F44A 1F3FD	E1.0	Fully Qualified
👊🏾	Oncoming fist: Medium-dark skin tone	People & Body	Hand Fingers Closed	1F44A 1F3FE	E1.0	Fully Qualified
👊🏿	Oncoming fist: Dark skin tone	People & Body	Hand Fingers Closed	1F44A 1F3FF	E1.0	Fully Qualified
🤛🏻	Left-facing fist: Light skin tone	People & Body	Hand Fingers Closed	1F91B 1F3FB	E3.0	Fully Qualified
🤛🏼	Left-facing fist: Medium-light skin tone	People & Body	Hand Fingers Closed	1F91B 1F3FC	E3.0	Fully Qualified
🤛🏽	Left-facing fist: Medium skin tone	People & Body	Hand Fingers Closed	1F91B 1F3FD	E3.0	Fully Qualified
🤛🏾	Left-facing fist: Medium-dark skin tone	People & Body	Hand Fingers Closed	1F91B 1F3FE	E3.0	Fully Qualified
🤛🏿	Left-facing fist: Dark skin tone	People & Body	Hand Fingers Closed	1F91B 1F3FF	E3.0	Fully Qualified
🤜🏻	Right-facing fist: Light skin tone	People & Body	Hand Fingers Closed	1F91C 1F3FB	E3.0	Fully Qualified
🤜🏼	Right-facing fist: Medium-light skin tone	People & Body	Hand Fingers Closed	1F91C 1F3FC	E3.0	Fully Qualified
🤜🏽	Right-facing fist: Medium skin tone	People & Body	Hand Fingers Closed	1F91C 1F3FD	E3.0	Fully Qualified
🤜🏾	Right-facing fist: Medium-dark skin tone	People & Body	Hand Fingers Closed	1F91C 1F3FE	E3.0	Fully Qualified
🤜🏿	Right-facing fist: Dark skin tone	People & Body	Hand Fingers Closed	1F91C 1F3FF	E3.0	Fully Qualified
👏🏻	Clapping hands: Light skin tone	People & Body	Hands	1F44F 1F3FB	E1.0	Fully Qualified
👏🏼	Clapping hands: Medium-light skin tone	People & Body	Hands	1F44F 1F3FC	E1.0	Fully Qualified
👏🏽	Clapping hands: Medium skin tone	People & Body	Hands	1F44F 1F3FD	E1.0	Fully Qualified
👏🏾	Clapping hands: Medium-dark skin tone	People & Body	Hands	1F44F 1F3FE	E1.0	Fully Qualified
👏🏿	Clapping hands: Dark skin tone	People & Body	Hands	1F44F 1F3FF	E1.0	Fully Qualified
🙌🏻	Raising hands: Light skin tone	People & Body	Hands	1F64C 1F3FB	E1.0	Fully Qualified
🙌🏼	Raising hands: Medium-light skin tone	People & Body	Hands	1F64C 1F3FC	E1.0	Fully Qualified
🙌🏽	Raising hands: Medium skin tone	People & Body	Hands	1F64C 1F3FD	E1.0	Fully Qualified
🙌🏾	Raising hands: Medium-dark skin tone	People & Body	Hands	1F64C 1F3FE	E1.0	Fully Qualified
🙌🏿	Raising hands: Dark skin tone	People & Body	Hands	1F64C 1F3FF	E1.0	Fully Qualified
🫶🏻	Heart hands: Light skin tone	People & Body	Hands	1FAF6 1F3FB	E14.0	Fully Qualified
🫶🏼	Heart hands: Medium-light skin tone	People & Body	Hands	1FAF6 1F3FC	E14.0	Fully Qualified
🫶🏽	Heart hands: Medium skin tone	People & Body	Hands	1FAF6 1F3FD	E14.0	Fully Qualified
🫶🏾	Heart hands: Medium-dark skin tone	People & Body	Hands	1FAF6 1F3FE	E14.0	Fully Qualified
🫶🏿	Heart hands: Dark skin tone	People & Body	Hands	1FAF6 1F3FF	E14.0	Fully Qualified
👐🏻	Open hands: Light skin tone	People & Body	Hands	1F450 1F3FB	E1.0	Fully Qualified
👐🏼	Open hands: Medium-light skin tone	People & Body	Hands	1F450 1F3FC	E1.0	Fully Qualified
👐🏽	Open hands: Medium skin tone	People & Body	Hands	1F450 1F3FD	E1.0	Fully Qualified
👐🏾	Open hands: Medium-dark skin tone	People & Body	Hands	1F450 1F3FE	E1.0	Fully Qualified
👐🏿	Open hands: Dark skin tone	People & Body	Hands	1F450 1F3FF	E1.0	Fully Qualified
🤲🏻	Palms up together: Light skin tone	People & Body	Hands	1F932 1F3FB	E5.0	Fully Qualified
🤲🏼	Palms up together: Medium-light skin tone	People & Body	Hands	1F932 1F3FC	E5.0	Fully Qualified
🤲🏽	Palms up together: Medium skin tone	People & Body	Hands	1F932 1F3FD	E5.0	Fully Qualified
🤲🏾	Palms up together: Medium-dark skin tone	People & Body	Hands	1F932 1F3FE	E5.0	Fully Qualified
🤲🏿	Palms up together: Dark skin tone	People & Body	Hands	1F932 1F3FF	E5.0	Fully Qualified
🤝🏻	Handshake: Light skin tone	People & Body	Hands	1F91D 1F3FB	E14.0	Fully Qualified
🤝🏼	Handshake: Medium-light skin tone	People & Body	Hands	1F91D 1F3FC	E14.0	Fully Qualified
🤝🏽	Handshake: Medium skin tone	People & Body	Hands	1F91D 1F3FD	E14.0	Fully Qualified
🤝🏾	Handshake: Medium-dark skin tone	People & Body	Hands	1F91D 1F3FE	E14.0	Fully Qualified
🤝🏿	Handshake: Dark skin tone	People & Body	Hands	1F91D 1F3FF	E14.0	Fully Qualified
🫱🏻‍🫲🏼	Handshake: Light skin tone, medium-light skin tone	hands	People & Body	1FAF1 1F3FB 200D 1FAF2 1F3FC	E14.0	Fully Qualified
🫱🏻‍🫲🏽	Handshake: Light skin tone, medium skin tone	People & Body	Hands	1FAF1 1F3FB 200D 1FAF2 1F3FD	E14.0	Fully Qualified
🫱🏻‍🫲🏾	Handshake: Light skin tone, medium-dark skin tone	People & Body	Hands	1FAF1 1F3FB 200D 1FAF2 1F3FE	E14.0	Fully Qualified
🫱🏻‍🫲🏿	Handshake: Light skin tone, dark skin tone	People & Body	Hands	1FAF1 1F3FB 200D 1FAF2 1F3FF	E14.0	Fully Qualified
🫱🏼‍🫲🏻	Handshake: Medium-light skin tone, light skin tone	hands	People & Body	1FAF1 1F3FC 200D 1FAF2 1F3FB	E14.0	Fully Qualified
🫱🏼‍🫲🏽	Handshake: Medium-light skin tone, medium skin tone	hands	People & Body	1FAF1 1F3FC 200D 1FAF2 1F3FD	E14.0	Fully Qualified
🫱🏼‍🫲🏾	Handshake: Medium-light skin tone, medium-dark skin tone	hands	People & Body	1FAF1 1F3FC 200D 1FAF2 1F3FE	E14.0	Fully Qualified
🫱🏼‍🫲🏿	Handshake: Medium-light skin tone, dark skin tone	People & Body	Hands	1FAF1 1F3FC 200D 1FAF2 1F3FF	E14.0	Fully Qualified
🫱🏽‍🫲🏻	Handshake: Medium skin tone, light skin tone	People & Body	Hands	1FAF1 1F3FD 200D 1FAF2 1F3FB	E14.0	Fully Qualified
🫱🏽‍🫲🏼	Handshake: Medium skin tone, medium-light skin tone	hands	People & Body	1FAF1 1F3FD 200D 1FAF2 1F3FC	E14.0	Fully Qualified
🫱🏽‍🫲🏾	Handshake: Medium skin tone, medium-dark skin tone	hands	People & Body	1FAF1 1F3FD 200D 1FAF2 1F3FE	E14.0	Fully Qualified
🫱🏽‍🫲🏿	Handshake: Medium skin tone, dark skin tone	People & Body	Hands	1FAF1 1F3FD 200D 1FAF2 1F3FF	E14.0	Fully Qualified
🫱🏾‍🫲🏻	Handshake: Medium-dark skin tone, light skin tone	People & Body	Hands	1FAF1 1F3FE 200D 1FAF2 1F3FB	E14.0	Fully Qualified
🫱🏾‍🫲🏼	Handshake: Medium-dark skin tone, medium-light skin tone	hands	People & Body	1FAF1 1F3FE 200D 1FAF2 1F3FC	E14.0	Fully Qualified
🫱🏾‍🫲🏽	Handshake: Medium-dark skin tone, medium skin tone	hands	People & Body	1FAF1 1F3FE 200D 1FAF2 1F3FD	E14.0	Fully Qualified
🫱🏾‍🫲🏿	Handshake: Medium-dark skin tone, dark skin tone	People & Body	Hands	1FAF1 1F3FE 200D 1FAF2 1F3FF	E14.0	Fully Qualified
🫱🏿‍🫲🏻	Handshake: Dark skin tone, light skin tone	People & Body	Hands	1FAF1 1F3FF 200D 1FAF2 1F3FB	E14.0	Fully Qualified
🫱🏿‍🫲🏼	Handshake: Dark skin tone, medium-light skin tone	People & Body	Hands	1FAF1 1F3FF 200D 1FAF2 1F3FC	E14.0	Fully Qualified
🫱🏿‍🫲🏽	Handshake: Dark skin tone, medium skin tone	People & Body	Hands	1FAF1 1F3FF 200D 1FAF2 1F3FD	E14.0	Fully Qualified
🫱🏿‍🫲🏾	Handshake: Dark skin tone, medium-dark skin tone	People & Body	Hands	1FAF1 1F3FF 200D 1FAF2 1F3FE	E14.0	Fully Qualified
🙏🏻	Folded hands: Light skin tone	People & Body	Hands	1F64F 1F3FB	E1.0	Fully Qualified
🙏🏼	Folded hands: Medium-light skin tone	People & Body	Hands	1F64F 1F3FC	E1.0	Fully Qualified
🙏🏽	Folded hands: Medium skin tone	People & Body	Hands	1F64F 1F3FD	E1.0	Fully Qualified
🙏🏾	Folded hands: Medium-dark skin tone	People & Body	Hands	1F64F 1F3FE	E1.0	Fully Qualified
🙏🏿	Folded hands: Dark skin tone	People & Body	Hands	1F64F 1F3FF	E1.0	Fully Qualified
✍🏻	Writing hand: Light skin tone	People & Body	Hand Prop	270D 1F3FB	E1.0	Fully Qualified
